,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
372,Pisco,-13.7,-76.22,20.0,82,0,4.6,PE,1605205412
373,Alice Springs,-23.7,133.88,23.89,16,0,1.5,AU,1605205259
374,Esim,4.87,-2.24,26.71,81,86,2.88,GH,1605205413
375,Monte Alegre,-2.01,-54.07,34.52,42,16,2.04,BR,1605205413
376,Gigmoto,13.78,124.39,26.85,84,74,3.71,PH,1605205413
377,Ponta do Sol,32.67,-17.1,21.0,73,40,2.1,PT,1605205413
378,Doka,13.52,35.77,28.01,28,0,3.95,SD,1605205413
379,Road Town,18.42,-64.62,29.0,70,40,5.7,VG,1605205413
380,Kungurtug,50.6,97.52,-2.12,84,68,1.63,RU,1605205326
381,Guerrero Negro,27.98,-114.06,21.07,45,41,1.85,MX,1605205414
382,Karratha,-20.74,116.85,23.43,43,3,5.67,AU,1605205414
383,Collie,-33.37,116.15,15.56,85,87,3.96,AU,1605205414
384,Carballo,43.21,-8.69,16.0,72,0,1.5,ES,1605205414
385,Fallon,39.47,-118.78,4.0,51,20,3.1,US,1605205414
386,Bandarbeyla,9.49,50.81,24.97,78,11,7.5,SO,1605205414
387,Itarema,-2.92,-39.92,29.59,61,29,8.35,BR,1605205415
388,Māndal,25.45,74.57,19.41,32,0,2.06,IN,1605205415
389,Bryan,30.67,-96.37,27.78,50,1,2.1,US,1605205291
390,Merrill,45.18,-89.68,6.11,65,75,3.1,US,1605205415
391,Baculin,7.45,126.58,25.68,77,82,2.08,PH,1605205415
392,San Andrés,12.58,-81.7,31.0,66,75,2.1,CO,1605205415
393,Price,39.6,-110.81,1.0,50,1,2.1,US,1605205416
394,Svetlaya,46.54,138.33,6.11,70,100,3.86,RU,1605205416
395,Liepāja,56.54,21.04,5.0,86,100,4.1,LV,1605205416
396,Miquelon,47.1,-56.38,10.0,100,75,6.2,PM,1605205416
397,Hasaki,35.73,140.83,7.0,93,20,3.1,JP,1605205416
398,Cururupu,-1.83,-44.87,29.6,68,84,2.75,BR,1605205416
399,Dixon,38.45,-121.82,12.22,46,1,2.16,US,1605205417
400,Albacete,38.83,-2.0,12.0,71,0,2.1,ES,1605205417
401,Seymchan,62.88,152.43,-25.62,88,98,0.45,RU,1605205417
402,Crixás,-14.55,-49.97,32.19,45,85,2.74,BR,1605205417
403,Gueugnon,46.6,4.06,11.67,93,0,0.97,FR,1605205386
404,Demirci,39.05,28.66,8.45,68,12,1.7,TR,1605205417
405,Muroto-misakicho,33.28,134.15,18.65,75,86,7.38,JP,1605205418
406,Teruel,40.67,-0.67,13.0,76,100,3.1,ES,1605205418
407,La Rioja,42.25,-2.5,10.0,87,90,1.77,ES,1605205418
408,Hofn,64.25,-15.21,6.0,81,90,10.8,IS,1605205418
409,Wanlaweyn,2.62,44.89,25.85,81,39,5.46,SO,1605205418
410,Sabang,5.89,95.32,27.65,78,92,3.15,ID,1605205418
411,Darnah,32.77,22.64,19.96,72,43,0.01,LY,1605205419
412,Paphos,34.77,32.42,18.0,72,20,2.6,CY,1605205203
413,Nouadhibou,20.93,-17.03,30.0,20,98,2.6,MR,1605205419
414,Gorontalo,0.54,123.06,24.74,88,100,0.77,ID,1605205419
415,Sinnamary,5.38,-52.95,28.6,75,58,4.8,GF,1605205419
416,Loveland,40.4,-105.08,6.0,22,1,2.6,US,1605205419
417,Mehamn,71.04,27.85,4.0,78,0,7.2,NO,1605205420
418,Ikom,5.97,8.71,26.18,59,100,0.81,NG,1605205420
419,Kuusamo,65.97,29.18,1.0,96,90,3.6,FI,1605205420
420,Biltine,14.53,20.92,29.1,19,0,6.46,TD,1605205420
421,Batagay,67.63,134.63,-22.96,89,62,1.54,RU,1605205420
422,Hornepayne,49.21,-84.77,3.31,76,94,6.98,CA,1605205353
423,Ashibetsu,43.51,142.19,1.88,87,2,2.35,JP,1605205421
424,Shelbyville,35.48,-86.46,17.22,82,6,2.1,US,1605205421
425,Emba,48.83,58.14,-2.81,89,96,4.94,KZ,1605205421
426,Narasannapeta,18.42,84.05,24.44,73,88,3.08,IN,1605205421
427,Buchanan,5.88,-10.05,29.0,74,75,2.6,LR,1605205232
428,Kropotkin,45.44,40.58,3.16,74,3,4.27,RU,1605205421
429,Neyshabur,36.21,58.8,8.03,71,100,0.81,IR,1605205191
430,Grindavik,63.84,-22.43,6.0,70,90,10.8,IS,1605205422
431,Ningxiang,37.34,111.21,7.89,55,14,3.87,CN,1605205422
432,Pemangkat,1.17,108.97,25.54,90,51,3.08,ID,1605205422
433,Haines Junction,60.75,-137.51,-9.0,92,98,1.0,CA,1605205422
434,Chumikan,54.72,135.31,-2.93,98,100,0.37,RU,1605205422
435,Inhambane,-23.86,35.38,23.89,69,40,1.5,MZ,1605205422
436,Santoña,43.44,-3.46,17.22,77,0,1.0,ES,1605205423
437,Novy Urengoy,66.08,76.63,-19.24,92,92,4.02,RU,1605205423
438,Adilcevaz,38.8,42.73,4.0,58,20,1.5,TR,1605205423
439,Río Tercero,-32.17,-64.11,31.67,30,45,2.68,AR,1605205163
440,Caucayá,-0.19,-74.78,27.0,76,97,3.08,CO,1605205423
441,Arecibo,18.47,-66.72,30.0,73,100,0.89,PR,1605205409
442,Sibolga,1.74,98.78,25.2,84,96,1.33,ID,1605205423
443,São Filipe,14.9,-24.5,27.91,63,0,1.46,CV,1605205423
444,Honningsvåg,70.98,25.97,3.0,79,0,12.3,NO,1605205424
445,Sørland,67.67,12.69,9.0,76,0,10.3,NO,1605205424
446,Labuhan,-6.88,112.21,28.3,76,52,2.3,ID,1605205424
447,Taku,39.02,117.65,7.0,48,0,1.0,CN,1605205424
448,Srednekolymsk,67.45,153.68,-24.28,90,96,2.48,RU,1605205424
449,Çermik,38.14,39.45,7.0,70,0,2.1,TR,1605205424
450,Olafsvik,64.89,-23.71,3.68,77,100,10.33,IS,1605205425
451,Imbituba,-28.24,-48.67,25.0,78,75,5.1,BR,1605205312
452,Japoatã,-10.35,-36.8,29.68,52,53,5.73,BR,1605205425
453,Ovsyanka,55.96,92.55,-3.0,92,75,3.0,RU,1605205425
454,Leh,34.17,77.58,-0.03,66,54,1.4,IN,1605205425
455,Mariakani,-3.86,39.47,23.6,90,20,2.23,KE,1605205425
456,Longyearbyen,78.22,15.64,0.0,97,90,1.5,SJ,1605205425
457,Caravelas,-17.71,-39.25,27.85,60,97,5.15,BR,1605205426
458,Gmina Świecie,53.41,18.45,6.67,76,94,0.89,PL,1605205426
459,Guánica,17.97,-66.91,29.44,66,98,1.34,PR,1605205426
460,Alofi,-19.06,-169.92,24.0,94,40,2.6,NU,1605205426
461,Kīhei,20.79,-156.47,26.0,65,40,6.7,US,1605205315
462,Nanga Eboko,4.68,12.37,24.15,61,1,0.61,CM,1605205426
463,Oistins,13.07,-59.53,30.0,70,40,6.2,BB,1605205357
464,Chambas,22.19,-78.91,30.0,74,40,4.6,CU,1605205427
465,Dumas,35.87,-101.97,13.89,37,1,5.1,US,1605205427
466,Acapulco de Juárez,16.86,-99.89,30.0,66,5,3.1,MX,1605205133
467,Tautira,-17.73,-149.15,27.0,69,75,2.1,PF,1605205427
468,Amapá,1.0,-52.0,32.8,49,100,2.73,BR,1605205427
469,Arrondissement de Périgueux,45.17,0.58,12.22,93,0,1.5,FR,1605205428
470,Maracaju,-21.61,-55.17,29.77,57,94,4.36,BR,1605205428
471,Ayan,56.45,138.17,-1.94,98,100,7.63,RU,1605205428
472,Okmulgee,35.62,-95.96,19.0,34,40,4.1,US,1605205428
473,Seybaplaya,19.65,-90.67,29.0,70,20,2.6,MX,1605205428
474,Arroyo de la Encomienda,41.61,-4.8,12.78,93,99,3.1,ES,1605205428
475,Arrondissement de Saint-Dizier,48.42,5.08,8.33,93,0,1.5,FR,1605205429
476,Hay River,60.82,-115.8,-10.0,72,69,6.2,CA,1605205429
477,Barra de Tecoanapa,16.52,-98.75,29.97,61,73,3.07,MX,1605205429
478,Svobodnyy,51.4,128.13,-5.86,94,100,5.94,RU,1605205429
479,Álamos,27.02,-108.93,23.89,49,1,0.45,MX,1605205429
480,Sumbe,-11.21,13.84,25.84,81,99,3.07,AO,1605205429
481,Bambanglipuro,-7.95,110.28,26.34,86,23,1.58,ID,1605205430
482,San Luis,-33.3,-66.34,29.96,27,38,3.17,AR,1605205282
483,Wenling,28.37,121.36,13.89,90,16,3.61,CN,1605205430
484,Concarneau,47.88,-3.92,12.0,87,0,2.6,FR,1605205430
485,Avera,33.19,-82.53,27.0,83,75,2.1,US,1605205430
486,Rosetown,51.55,-108.0,-16.0,84,0,4.1,CA,1605205430
487,Salalah,17.02,54.09,27.0,65,20,1.5,OM,1605205431
488,Port Lincoln,-34.73,135.87,13.09,67,75,5.51,AU,1605205431
489,Bloemfontein,-29.12,26.21,22.0,40,20,2.1,ZA,1605205431
490,Jinchang,38.5,102.17,4.26,65,70,0.47,CN,1605205431
491,San Patricio,28.02,-97.52,28.33,61,75,2.92,US,1605205431
492,Chicama,-7.84,-79.15,20.0,77,75,6.7,PE,1605205432
493,Vestmannaeyjar,63.44,-20.27,7.0,81,75,9.8,IS,1605205432
494,Oddur,4.12,43.89,25.29,64,35,3.94,SO,1605205432
495,Coruripe,-10.13,-36.18,27.54,68,9,5.56,BR,1605205432
496,Lusambo,-4.97,23.45,22.64,92,87,0.66,CD,1605205432
497,Truth or Consequences,33.13,-107.25,13.0,26,1,2.1,US,1605205432
498,Şile,41.18,29.61,13.89,66,49,5.53,TR,1605205186
499,Kirakira,-10.45,161.92,27.16,81,61,2.96,SB,1605205433
500,Villamontes,-21.25,-63.5,33.0,52,20,4.46,BO,1605205433
501,Issoire,45.55,3.25,11.0,71,0,1.0,FR,1605205433
502,Luena,-11.78,19.92,17.1,94,94,0.65,AO,1605205433
503,Dutse,11.76,9.34,26.16,25,43,2.91,NG,1605205433
504,Edd,13.93,41.69,27.17,64,1,5.71,ER,1605205434
505,Bogdanovich,56.78,62.05,-3.56,93,100,4.27,RU,1605205434
506,Korla,41.76,86.15,2.79,61,0,1.29,CN,1605205434
507,Prince Rupert,54.32,-130.32,5.0,86,90,6.7,CA,1605205434
508,Makakilo City,21.35,-158.09,26.0,65,1,3.1,US,1605205434
509,Grøa,62.65,8.72,12.0,50,0,8.7,NO,1605205435
510,San Rafael del Sur,11.85,-86.44,32.0,62,40,2.1,NI,1605205435
511,Galle,6.04,80.22,25.73,88,100,2.56,LK,1605205435
512,Harper,4.38,-7.72,26.46,83,75,2.7,LR,1605205435
513,Gbongan,7.47,4.35,27.01,56,21,0.45,NG,1605205435
514,Castrovillari,39.82,16.21,12.78,87,8,0.89,IT,1605205435
515,Anloga,5.79,0.9,29.0,79,20,3.1,GH,1605205436
516,Araouane,18.9,-3.53,28.81,14,0,3.8,ML,1605205436
517,Ustka,54.58,16.86,7.62,80,100,5.09,PL,1605205436
518,Sampit,-2.53,112.95,24.42,93,15,0.54,ID,1605205436
519,Qaqortoq,60.72,-46.03,-7.0,62,20,3.1,GL,1605205436
520,Ganzhou,28.82,115.43,14.1,57,0,1.97,CN,1605205436
521,Nhulunbuy,-12.23,136.77,27.0,78,20,4.1,AU,1605205436
522,Chiman,32.55,73.81,16.0,72,57,1.58,PK,1605205437
523,City of San Pedro,14.35,121.02,27.0,83,20,2.6,PH,1605205437
524,Olden,61.84,6.81,14.0,50,75,5.7,NO,1605205437
525,Beyneu,45.32,55.2,-0.58,87,73,2.48,KZ,1605205437
526,Lochristi,51.11,3.86,11.11,75,39,3.81,BE,1605205437
527,Longkou,37.65,120.33,13.39,72,0,5.56,CN,1605205437
528,Katobu,-4.94,122.53,24.74,90,23,1.56,ID,1605205438
529,Tacuatí,-23.45,-56.58,30.63,58,40,1.05,PY,1605205438
530,Ilhabela,-23.78,-45.36,24.74,81,100,0.89,BR,1605205211
531,Whitehorse,60.72,-135.05,-5.0,85,75,5.7,CA,1605205260
532,Monrovia,6.3,-10.8,29.0,74,75,2.6,LR,1605205305
533,Laas,46.62,10.7,5.0,57,5,0.87,IT,1605205439
534,Malbork,54.04,19.03,5.56,100,100,3.93,PL,1605205439
535,Mount Isa,-20.73,139.5,23.0,73,25,0.5,AU,1605205439
536,Murakami,38.23,139.48,7.32,70,0,1.53,JP,1605205439
537,Bayir,37.27,28.22,14.0,76,0,1.5,TR,1605205439
538,Xiaolingwei,32.03,118.85,13.89,100,0,1.0,CN,1605205439
539,Saint-François,46.42,3.91,11.67,93,0,1.07,FR,1605205440
540,Waingapu,-9.66,120.26,27.18,76,20,1.6,ID,1605205440
541,Mabaruma,8.2,-59.78,27.53,91,81,2.28,GY,1605205440
542,Acolla,-11.73,-75.55,16.68,43,94,2.16,PE,1605205440
543,Toppenish,46.38,-120.31,-1.0,92,1,0.4,US,1605205440
544,Krosno,49.69,21.77,3.89,93,100,0.89,PL,1605205440
545,Khingansk,49.12,131.18,-8.14,97,100,6.08,RU,1605205441
546,Petersburg,37.23,-77.4,19.0,93,90,3.53,US,1605205316
547,Port Macquarie,-31.43,152.92,18.89,85,89,5.34,AU,1605205441
548,Nha Trang,12.25,109.18,26.0,83,40,6.2,VN,1605205441
549,Shaunavon,49.65,-108.42,-15.0,84,2,4.1,CA,1605205441
550,Mogok,22.92,96.5,16.1,85,0,0.68,MM,1605205441
551,Santa Maria,-29.68,-53.81,28.0,51,75,2.1,BR,1605205441
552,Noumea,-22.28,166.46,23.89,100,0,1.0,NC,1605204896
553,Maţāy,28.42,30.78,19.38,43,0,3.33,EG,1605205442
554,Bongandanga,1.5,21.05,24.8,69,40,1.01,CD,1605205442
555,San Quintín,30.48,-115.95,18.63,48,98,2.55,MX,1605205291
556,Kajiado,-1.85,36.78,17.6,83,20,8.0,KE,1605205442
557,Mongoumba,3.64,18.59,24.58,78,100,1.16,CF,1605205443
558,Hammerfest,70.66,23.68,4.0,82,0,5.1,NO,1605205443
